tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC,6446246639,Miguel Murillo,24071930,15,36,15,90,0
CC,4358321441,Juan Cartagena,14011980,81,92,81,32,1
CC,8124669944,Carlos Hurtado,08061956,54,94,54,77,1
CC,6630422660,Juan Perez,28031988,54,47,54,52,1
CC,7956385484,Sofía García,01091984,63,95,63,3,1
CC,0260100568,María García,02011979,52,86,52,74,1
CC,2483755501,María Perez,02101930,47,2,47,77,0
TI,1000844569,David Hernández,14011966,88,90,88,77,0
CE,9565476986,Laura González,01041931,41,87,41,16,1
CE,5394861837,Carlos Rodríguez,24031953,25,98,25,30,1
CC,1335220472,Ana Martínez,12091997,44,38,44,73,0
CC,0013552352,Luis Hernández,16041964,44,90,44,95,0
CE,6066305039,Daniela Martínez,01031941,95,98,95,38,1
CC,8171441550,Sofía Rodríguez,02092004,23,67,23,2,0
CC,3648848328,Miguel Martínez,03031986,97,38,97,51,1
CC,4750061104,David Cifuentes,03111969,20,97,20,98,0
CE,4344984542,Gabriela Hernández,25041924,25,91,25,42,0
TI,1132801719,Laura López,07071978,76,97,76,58,0
TI,2667988843,Daniela Rodríguez,10081938,81,98,81,88,0
CC,3881125438,Gabriela Hernández,16111986,73,87,73,68,1
CE,3182389085,Manuela Rodríguez,25111985,94,67,94,15,1
TI,6095372867,Carlos Perez,06121928,20,47,20,73,0
CC,1885625005,Daniela Cartagena,01062009,95,3,95,92,0
CC,5175452071,María Cifuentes,28051980,50,98,50,40,0
CE,2432287231,Miguel Cartagena,25121968,97,44,97,45,0
CE,6764232714,María López,15121992,25,99,25,59,0
CC,5525967370,Juan Castaneda,06071957,50,79,50,99,1
CE,7307146898,Sofía Castaneda,22121970,85,97,85,54,1
TI,4644974406,Miguel Rodríguez,01051945,88,100,88,3,0
CC,6033774152,Manuela Cifuentes,06091907,99,97,99,94,1
CC,8018517561,Juan Cifuentes,06022009,95,58,95,13,1
CC,2265023503,David Martínez,08121981,94,60,94,10,0
CE,6495358821,Ana Rodríguez,04121985,73,50,73,3,1
CE,5525857887,Luis Perez,25021980,19,79,19,65,1
CE,8984353220,Luis Cifuentes,07041964,66,1,66,58,0
TI,8147993049,Daniela Castaneda,18051942,5,94,5,94,1
TI,4097378998,Luis López,03101972,63,42,63,60,0
CE,5914051748,Marcela Hurtado,04041965,44,10,44,53,0
CE,9768997327,Miguel Hernández,22091989,15,45,15,68,0
TI,5939987256,Miguel Rodríguez,28121976,70,59,70,21,0
CE,2043216324,Marcela García,20031962,27,45,27,36,1
CC,7607980062,Juan Hernández,01121929,8,10,8,75,1
TI,4470237309,Melissa Cifuentes,12051911,27,38,27,59,1
CE,7615494742,Sofía Rodríguez,17121916,5,52,5,54,1
CC,8069829309,Juan Cifuentes,03071966,20,16,20,15,0
CC,1126874731,Gabriela Cartagena,19091927,17,16,17,38,1
CC,8072118250,Ana Murillo,23041998,18,79,18,58,0
CC,9221051576,Ana Castaneda,04052007,5,1,5,54,1
CC,6121252873,María Murillo,14021959,15,34,15,42,1
TI,5954243046,Laura Cartagena,27071982,66,52,66,3,1
TI,7212045337,Luis López,08041992,54,88,54,51,0
CE,2667012663,Miguel García,03122003,47,95,47,100,0
CE,0702439830,David García,12121937,86,36,86,62,0
CC,1052723264,Gabriela Hernández,17101961,15,75,15,45,1
CC,3013410684,David Hurtado,23071988,52,65,52,4,1
CC,6072166215,Laura González,08062002,99,92,99,45,0
CE,5064483356,Luis Martínez,25101964,19,87,19,24,0
CE,5155686346,Melissa Perez,15121924,85,81,85,31,1
CC,5522933229,David López,24041982,50,67,50,4,1
CE,2524706478,Miguel García,21031986,95,25,95,24,0
CE,6363855463,Daniela Murillo,25081947,85,74,85,62,0
TI,5161823819,Gabriela Cartagena,24061942,94,54,94,11,1
CE,2878925765,Sofía Hernández,15021947,73,40,73,98,0
CC,0979529672,Carlos Rodríguez,17081976,15,36,15,86,0
CE,9564506704,Sofía García,16122005,17,44,17,77,0
CE,6419881748,Luis Castaneda,28061947,19,11,19,99,1
CC,8219959135,Melissa García,07041991,88,99,88,54,0
CE,8938107157,David Rodríguez,02091953,73,10,73,20,1
TI,4731372467,Daniela Cartagena,04061969,23,38,23,97,1
CE,9097874707,Carlos Cifuentes,15081998,52,77,52,73,0
TI,2014095712,Gabriela Castaneda,07021955,5,73,5,58,0
CE,3007151772,Luis Castaneda,04041940,19,22,19,36,0
CE,1295131054,David Hurtado,16101948,91,13,91,38,0
CE,7636165069,Gabriela Rodríguez,27101926,8,78,8,32,1
CE,2182112821,Daniela Cifuentes,19081941,11,58,11,54,1
CC,1451951489,Gabriela Castaneda,04012002,25,31,25,43,0
CE,4148266726,Juan Castaneda,03071965,50,100,50,67,1
TI,2936541706,David López,03031965,97,100,97,91,1
TI,9173226969,Laura García,07101913,63,21,63,88,0
TI,9088333904,David Hurtado,16081994,8,4,8,21,1
CC,2396055587,Miguel Perez,25041951,23,81,23,93,0
TI,2422641026,Melissa Martínez,12101931,94,40,94,65,1
TI,4459837880,Ana López,16121993,97,52,97,20,0
TI,3023677995,Daniela Castaneda,02111933,95,91,95,74,1
CC,8976095045,Gabriela Cifuentes,05011976,27,16,27,94,1
TI,0650267396,Sofía González,08021920,81,50,81,11,0
CC,8335796901,Marcela García,22011929,54,59,54,92,1
CC,8973964878,Laura Murillo,09121963,70,36,70,100,1
CC,8582211847,Sofía Murillo,09021957,54,100,54,55,1
TI,6789843515,Manuela Martínez,11111986,5,42,5,53,0
TI,5484367919,Melissa Murillo,07041955,52,44,52,1,0
TI,5860987329,Carlos Hurtado,10101984,23,47,23,87,0
TI,2232911352,Marcela Castaneda,05101938,41,31,41,19,1
CC,5045710713,María González,15061970,19,30,19,86,1
CE,6275036835,Daniela Martínez,03031969,54,2,54,11,0
TI,9625423605,Gabriela Castaneda,02021996,81,73,81,31,0
CC,1832991123,David García,25091930,8,45,8,87,0
CC,9063969266,Sofía Castaneda,13031970,50,38,50,31,1
TI,6736670777,Gabriela García,21061961,99,100,99,15,1
CE,4931964818,Ana López,15102008,25,4,25,30,0
CE,8870210900,Juan Rodríguez,15091979,94,4,94,54,0
CE,8758395211,Miguel González,14031947,66,93,66,26,0
CC,6075580513,Laura Martínez,14051968,8,1,8,83,0
CE,5945177941,Miguel Castaneda,11011988,94,98,94,32,0
CE,8521032805,Gabriela López,04051976,19,40,19,6,1
CE,5611015496,Carlos López,09091973,25,53,25,26,0
CC,0151460518,Gabriela Hurtado,06051935,17,60,17,87,1
CC,5273459641,David Rodríguez,19081996,50,81,50,88,1
TI,9161971284,Luis García,21081997,44,35,44,93,1
CE,3823339180,Juan Murillo,18011989,18,83,18,86,1
CE,4731640032,Marcela Cartagena,28061949,41,38,41,16,0
CC,4529840927,Manuela López,04121986,54,22,54,90,1
CC,1500507925,Marcela Martínez,08061984,76,4,76,13,1
CC,5705903244,Laura Murillo,22011996,88,65,88,43,0
CE,4331128377,David López,22041953,25,60,25,91,0
TI,9956173348,Daniela Martínez,09021967,44,47,44,65,1
TI,1036001211,Sofía Martínez,24081937,8,11,8,51,0
CC,8708018961,Ana Hernández,19051975,17,78,17,40,1
CE,1166569639,Juan Cifuentes,03021975,27,74,27,29,1
CC,1028874086,Melissa Cifuentes,21111936,20,52,20,97,0
CE,1204749380,Sofía Cartagena,12071991,18,91,18,4,1
CE,0523578399,Melissa Cifuentes,05122001,27,24,27,13,0
CE,4035124355,Sofía Cartagena,17091949,95,73,95,1,0
TI,8581260730,Miguel Perez,14021947,54,42,54,31,1
TI,5153622552,María Cifuentes,25112008,11,21,11,25,1
CC,6846334129,Marcela González,10091974,15,60,15,92,0
CC,1445227081,Manuela Cartagena,24061991,85,53,85,15,1
CE,4145177252,Melissa López,21031995,44,4,44,26,0
CC,0716869654,Carlos Rodríguez,10062006,86,97,86,86,0
CE,7689394182,Manuela Martínez,23091938,47,78,47,77,1
CE,5724474448,Carlos González,18071967,18,11,18,62,1
CE,3852435190,Melissa Perez,13081931,52,86,52,10,1
CE,2968112615,Luis Hernández,17071937,27,42,27,6,1
CC,0369873211,María Cifuentes,11031945,66,60,66,31,0
CE,4714769364,Ana Martínez,06111987,85,47,85,99,0
CE,4813248370,Melissa Perez,05051925,81,10,81,22,1
CC,5234618331,Melissa Perez,25091984,81,24,81,4,0
CE,9916029432,Luis García,06011975,63,41,63,22,1
CC,7925799421,Gabriela González,13071929,97,90,97,16,0
CC,3311277393,Melissa Perez,16021948,66,90,66,11,0
TI,0449471988,Luis Martínez,14011993,11,43,11,52,1
CC,3015867354,Carlos Cartagena,23021991,27,13,27,13,1
CE,4468975255,Juan López,08071980,41,94,41,20,1
CC,7046059180,Ana García,05061928,94,94,94,19,1
TI,2579426515,Marcela Cartagena,25081975,50,4,50,95,0
CE,4575850122,Miguel Murillo,15081967,23,16,23,77,0
TI,6916116904,Miguel Murillo,16052003,50,1,50,25,0
CC,1734078594,Juan Rodríguez,18111977,88,68,88,34,0
CE,3564668725,Carlos Castaneda,17071956,13,50,13,88,0
TI,0788257062,Juan García,16011934,81,31,81,6,0
CE,8389374530,Marcela Perez,06041945,66,62,66,53,1
TI,9655712951,Sofía Rodríguez,06071930,25,2,25,40,0
CE,0477837997,Marcela Cifuentes,26122008,8,2,8,36,0
CC,9705156691,Ana Hurtado,24101965,50,20,50,67,0
TI,4732809800,Miguel Hurtado,11091931,11,98,11,35,1
CE,8558343094,Daniela García,06041902,27,2,27,42,0
CC,6028880056,Manuela Hurtado,16111986,70,21,70,93,1
TI,6177602448,Laura Rodríguez,16041971,25,59,25,88,1
CE,8101334959,Ana Hurtado,13031938,66,54,66,75,1
CE,2554059361,Ana Cifuentes,14081996,11,19,11,67,1
CC,4543339571,Marcela Cifuentes,06121962,73,1,73,62,1
TI,2808257959,Miguel Cifuentes,18061970,18,35,18,1,0
TI,0018083023,David Hernández,27091970,85,43,85,2,0
TI,2186914970,María García,16081994,18,4,18,30,1
CC,7603143104,Ana Murillo,22092003,47,52,47,50,1
CC,5923543654,Gabriela Castaneda,16111925,41,88,41,65,0
CE,6345268459,Juan González,06121936,47,100,47,44,1
CC,2565117808,Ana Murillo,18081945,54,95,54,22,1
CE,5257514117,Laura Cartagena,17111999,52,62,52,79,0
CC,3614366031,María Martínez,05071927,76,11,76,99,0
CC,4782584973,Laura Castaneda,11081970,23,2,23,95,1
TI,9597778245,Juan González,18081936,15,20,15,79,0
CE,9501858084,Miguel Hurtado,19071955,94,88,94,93,1
TI,2549310071,Miguel Cartagena,15011966,86,92,86,100,1
TI,7664333362,Laura Rodríguez,01011945,23,43,23,47,0
TI,9437738728,Sofía López,10041969,88,4,88,83,0
TI,4854584472,Juan Hurtado,08051936,13,20,13,98,0
TI,5237600715,Manuela Rodríguez,21021947,76,19,76,88,0
CE,3149564443,Juan Cartagena,15051996,47,79,47,38,1
CE,2665539214,Juan Cartagena,03051931,50,16,50,47,0
CC,0104645406,Luis Perez,15051994,97,32,97,65,1
TI,9129604487,Manuela Hurtado,03011927,99,24,99,51,1
TI,8150724725,Melissa Perez,15121970,95,75,95,79,0
TI,8536237630,Marcela Rodríguez,02031969,17,35,17,58,1
TI,3269064990,Sofía López,18121969,88,68,88,97,0
TI,6410664707,Sofía Hurtado,12111990,20,35,20,75,1
CE,4381183938,David González,14101911,86,32,86,11,0
TI,3690185248,Carlos Rodríguez,19111944,76,90,76,45,0
CC,8710825335,Sofía Murillo,25082009,27,77,27,22,1
TI,5058242737,Melissa Perez,02051972,95,88,95,78,0
CE,7262909504,Gabriela Perez,23111994,86,78,86,91,1
CC,2542767129,Laura Hernández,21041963,11,91,11,98,1
CC,7297875881,María Murillo,02071965,86,83,86,6,0
CC,4627569481,David Martínez,10051976,73,73,73,100,0
TI,5166758094,María Rodríguez,06032006,50,99,50,22,1
CC,5856539041,María Hernández,21021954,76,32,76,15,0
CE,3158367634,María González,05041926,99,30,99,74,1
CE,7402542168,Carlos Castaneda,22101934,8,34,8,55,0
TI,1456780694,Juan Hurtado,08041955,11,50,11,34,1
CC,3369037420,Manuela López,21101928,99,73,99,10,1
TI,9551747475,Ana Cifuentes,01041991,15,65,15,25,0
CE,0605450533,Marcela González,10052007,44,16,44,44,0
CE,7986527583,Juan Cifuentes,11041973,44,50,44,100,1
CE,3549576589,Daniela González,08072005,23,6,23,34,1
TI,0349497517,María Martínez,19012024,66,78,66,51,1
TI,4907929748,Luis Cartagena,05051980,18,16,18,98,0
CE,4509676776,María González,27091960,66,13,66,31,0
TI,7204932381,Juan Cartagena,27081944,47,31,47,90,0
CC,4663962680,Luis Perez,24011968,23,13,23,32,0
CE,8559696814,Manuela Cartagena,09072007,99,35,99,74,0
TI,2021008808,Manuela Perez,01071975,85,1,85,97,0
CC,4075297990,Daniela López,09011971,5,11,5,26,1
CE,8287276366,María Murillo,22101991,52,26,52,15,1
TI,4273560761,Daniela Martínez,06111942,52,16,52,15,1
CC,2297263241,Melissa Hurtado,05091933,47,58,47,24,0
CC,7339068995,Daniela Perez,28081969,97,95,97,98,1
CC,7665409288,David Murillo,04102007,76,40,76,74,1
CC,7717483865,Marcela Castaneda,06041957,52,58,52,86,1
TI,1059907861,Laura Hurtado,24091962,94,52,94,21,0
CE,0870214410,Miguel Castaneda,23111960,97,2,97,68,0
CC,3215582483,Ana Cifuentes,28071960,15,67,15,68,1
CC,3587258814,Luis Rodríguez,02021968,47,65,47,19,0
CE,3622902781,María Cartagena,24061928,8,91,8,59,1
CC,0299567896,Sofía Martínez,07061937,94,81,94,36,0
TI,2418715234,Ana García,25091947,44,19,44,62,1
TI,3042661994,Miguel Hurtado,18041991,11,77,11,26,0
CC,3700976151,Laura Murillo,02011985,68,19,68,54,0
CC,6526594295,Ana Hurtado,01102001,41,50,41,60,1
CE,7413672468,Sofía González,13121991,66,73,66,3,0
TI,6738543569,Laura Hernández,25081938,88,44,88,15,0
CE,2239049235,Ana Castaneda,23071960,88,90,88,94,1
CE,6171065932,David Hernández,28121962,86,43,86,30,0
CC,0099756184,Manuela Murillo,22102001,15,11,15,100,0
CC,6950779650,Gabriela Murillo,22081970,95,6,95,2,0
TI,7562083522,Carlos Murillo,18081991,99,67,99,21,1
CE,4761406137,Melissa Hernández,13121994,25,19,25,16,0
CE,7490638634,David Castaneda,03042009,23,24,23,42,1
CE,4915269331,María Castaneda,05011956,44,88,44,99,1
CC,5266286735,Marcela López,14061978,91,34,91,60,1
CC,2526889007,Manuela González,01071928,66,29,66,40,0
CE,5912537374,Juan García,18041951,17,41,17,86,0
CE,6053592322,Laura González,28081931,91,52,91,11,1
CE,1976482967,Daniela Castaneda,10061954,86,40,86,97,1
CE,8570081770,Manuela García,13011995,88,15,88,52,0
CC,1600718221,Manuela Hurtado,16051982,91,53,91,90,1
TI,2438478410,Laura López,02091993,18,50,18,43,1
CC,3246187382,Carlos Hurtado,22091949,41,65,41,77,0
CC,9207457543,Luis García,03121954,70,73,70,83,1
CC,0629436375,María Hurtado,14081945,47,54,47,62,1
TI,9309519992,María Cifuentes,24011952,94,1,94,35,0
CE,1308110418,Sofía García,14061991,73,13,73,42,0
TI,5482301619,Marcela Cartagena,13121950,85,75,85,68,1
CC,7945544130,Marcela Castaneda,18101993,66,81,66,62,0
CE,0207084881,Laura Cifuentes,10062007,47,87,47,54,1
CE,5607935546,Marcela Hurtado,15051947,47,36,47,58,1
CE,4539250888,Daniela Hurtado,25051962,15,60,15,60,0
CE,5369250008,Miguel Rodríguez,07031920,91,21,91,44,0
TI,5739926828,Juan González,17072000,99,45,99,52,0
CE,1449355998,Daniela Hurtado,28071936,88,74,88,21,1
TI,5085897300,Daniela Hernández,02101930,11,20,11,42,0
CC,8645695248,Sofía Martínez,17102000,27,47,27,11,0
CC,3372082556,Daniela Cifuentes,03081987,47,40,47,15,0
CE,5375015593,Luis Martínez,04031936,52,47,52,88,1
CE,8658105311,María López,20051921,18,3,18,24,1
TI,2360606535,Daniela Murillo,26062002,86,77,86,59,1
CE,8871523018,Sofía González,15101954,95,68,95,24,0
CC,3395910194,Laura Martínez,09081986,94,20,94,26,1
TI,2544929680,Juan Hernández,05052007,8,91,8,93,0
CE,9905256423,Gabriela Hurtado,27121957,68,26,68,15,1
CC,8804091891,Sofía Castaneda,11091932,11,68,11,6,0
CC,2259468839,Daniela Rodríguez,27031938,8,6,8,86,0
TI,9163914235,Gabriela Perez,11041971,17,73,17,32,0
TI,0550049055,Ana Martínez,05091978,63,44,63,10,0
CE,3140067215,David Rodríguez,01071950,5,3,5,35,0
CC,6200186140,Gabriela López,07091993,5,99,5,81,1
CC,3918025464,Gabriela López,16041959,63,26,63,99,1
CE,9540603979,Luis Perez,16041980,5,62,5,73,1
CE,9478325561,David Martínez,01111995,23,34,23,2,1
CC,5777150983,Marcela Perez,08121961,68,35,68,99,1
CC,7410972717,Miguel Perez,11071932,70,15,70,67,0
CE,0372288172,Melissa Martínez,02061967,66,75,66,77,0
CC,7645279860,David Rodríguez,16101980,47,40,47,94,1
CE,3840265656,Laura López,06051930,8,95,8,60,1
CE,3598983457,Gabriela González,24091960,86,83,86,31,1
CE,4504000119,Miguel Perez,21011947,95,15,95,50,0
CC,1584632840,Marcela Castaneda,15041937,19,31,19,97,1
TI,6244974833,Juan Murillo,19051915,5,53,5,73,0
CC,3778429052,Juan García,23091978,70,60,70,68,1
CC,9136241655,Laura Perez,09071931,17,78,17,78,1
TI,5083896300,David Cartagena,28071935,88,67,88,13,0
CE,9878947662,Miguel Castaneda,22041996,86,26,86,45,0
TI,5267235920,Ana Cifuentes,28051960,54,40,54,94,0
TI,3238394956,Gabriela Hernández,23011947,99,36,99,75,1
CC,5003245091,María García,19031995,27,21,27,29,0
CE,6058074414,Manuela Cartagena,22011929,85,54,85,93,0
CE,0088403663,María Perez,12031987,18,24,18,75,1
CE,0826066158,Daniela Martínez,23091965,15,42,15,75,0
TI,3196670768,Sofía Murillo,20041951,70,11,70,97,0
TI,7429094986,Miguel Perez,22021950,11,47,11,65,1
CE,3724376936,Sofía Hernández,24011946,52,98,52,20,1
CC,7382058103,David Cartagena,03061969,25,59,25,43,0
TI,9741388682,Carlos Hernández,27091986,95,77,95,43,0
CC,7859516703,Gabriela Hernández,01071946,85,32,85,81,0
CC,1809458781,Marcela Cifuentes,20121986,20,67,20,29,1
CC,0370655898,Miguel González,03111943,52,62,52,90,0
TI,2468476485,Carlos Cifuentes,14111953,85,6,85,41,1
CE,9692322668,María López,14051962,66,79,66,10,0
TI,8753087132,Melissa Murillo,28011940,50,30,50,97,1
CE,0828373707,Sofía Castaneda,06101939,20,30,20,58,1
CC,7680813466,Manuela García,04092008,17,34,17,44,1
CC,9498157175,Juan Cifuentes,10012009,5,2,5,38,0
CC,9679519494,Manuela Rodríguez,26101939,86,31,86,73,1
CE,1037380314,Manuela García,25111929,17,19,17,59,0
TI,3587150245,Laura Murillo,12041987,81,92,81,73,0
TI,0386127206,Daniela Cartagena,06081967,94,26,94,75,1
CC,9566317677,Ana Hernández,20031959,50,93,50,77,0
CE,7682328744,Miguel González,09091943,63,20,63,67,1
CE,4514423447,Juan Cartagena,06101971,25,22,25,1,1
TI,7390364689,Laura González,26032005,17,24,17,83,0
CC,5901284509,Manuela Cifuentes,18032000,44,95,44,1,0
CE,2718265712,Manuela Hernández,12111975,94,74,94,15,1
TI,8467490101,Manuela López,27011960,44,35,44,36,0
TI,2999928222,Miguel González,28021941,5,42,5,79,0
CE,2071190813,Manuela Cartagena,25121998,13,6,13,78,0
CE,9826266747,Manuela López,24112007,5,29,5,41,1
CE,7578707884,Sofía Martínez,20061994,23,40,23,16,0
TI,4530565866,Luis Rodríguez,17041999,11,15,11,43,1
CE,8487650249,Ana Cartagena,18121983,8,98,8,97,0
TI,6327592244,Melissa Hurtado,02051930,94,97,94,99,0
CE,9970002550,Daniela Perez,26052005,68,67,68,92,1
CC,7673743062,Miguel Martínez,17051947,95,6,95,58,1
CE,8677887881,Daniela Perez,02081942,20,13,20,79,1
CE,5417891767,Carlos González,17091985,63,100,63,36,1
TI,8530461367,Juan Cifuentes,23061985,54,43,54,31,0
TI,2419040405,Daniela Cifuentes,13031915,44,88,44,94,0
CC,7995347604,María Perez,22101935,25,54,25,50,0
CE,6887299785,María Murillo,17091935,91,86,91,90,0
TI,6134562462,Marcela Hernández,19091957,54,90,54,40,0
CE,0934692570,María González,03121978,99,35,99,88,1
CC,8599363974,Carlos López,09121944,73,11,73,43,0
CC,9936163161,Miguel Rodríguez,01091948,13,43,13,95,0
CE,9849702991,Daniela González,06071974,27,77,27,40,1
CC,0617823521,Sofía Cifuentes,12121948,25,45,25,95,0
CC,3381367209,Sofía García,26121943,25,32,25,40,0
TI,1164023762,David Hernández,20112000,18,88,18,77,1
CE,6282806756,Laura Perez,19042003,18,2,18,11,0
CE,2999210307,María Perez,02051963,19,97,19,67,0
CC,7296174206,María López,20061926,81,35,81,42,0
TI,9448705187,Juan López,24101973,23,15,23,24,1
TI,0590780048,Luis Murillo,18022001,8,19,8,44,0
CE,8835837534,Daniela Cartagena,18041928,97,75,97,30,1
CE,2662862480,Manuela Murillo,14031992,50,25,50,19,0
CC,2845574313,Manuela Castaneda,28102006,94,55,94,10,1
TI,9241776678,Daniela González,10051914,52,26,52,45,1
CC,6871012830,María Hurtado,01091945,97,42,97,13,1
CE,9109671157,Gabriela Castaneda,06031949,23,10,23,2,1
TI,9323975863,Ana Castaneda,02071996,73,90,73,97,1
TI,0876242271,Marcela Murillo,02051956,44,2,44,95,0
CC,9963105214,Daniela García,18081987,97,25,97,51,0
CE,1779362025,David González,06121963,86,59,86,53,1
CE,8156517254,Manuela Hurtado,27011952,41,24,41,55,0
TI,8011421312,Carlos González,04031934,50,32,50,67,0
TI,5256406355,Daniela Cifuentes,14121991,88,35,88,32,0
CE,6865096453,Daniela Hurtado,15111980,91,11,91,78,0
CE,7401385573,María Martínez,03051939,99,93,99,38,0
CE,2124770348,Melissa Rodríguez,21071955,11,24,11,38,1
CE,9989608950,Carlos Martínez,24051951,86,35,86,30,1
TI,4230901428,Sofía Hernández,03031981,23,2,23,40,1
CC,4357305679,Laura Castaneda,09101954,23,45,23,41,0
TI,9755339678,Marcela Hurtado,11121939,86,86,86,29,1
CE,2178396260,Miguel Castaneda,27091994,23,65,23,65,0
CE,1059617929,Luis González,13061990,44,91,44,65,0
CE,6255590556,Ana Hernández,21011975,88,21,88,34,1
CE,1477657591,Miguel Cifuentes,08071959,73,38,73,11,0
TI,3762768167,Daniela Cartagena,13012009,17,97,17,92,0
CC,0788375755,María Rodríguez,08041970,20,58,20,36,1
TI,6107844590,Gabriela Rodríguez,28091958,88,79,88,62,0
CE,0595171882,Melissa Cifuentes,06092005,5,67,5,92,0
CE,9566233889,Marcela Perez,08071940,11,77,11,98,1
CC,7527951340,Gabriela Cifuentes,27081997,81,32,81,90,1
TI,4083482539,Juan López,17051982,44,47,44,77,1
CC,7642348735,Miguel Hurtado,25081990,47,1,47,26,0
CC,6896980861,Laura Cifuentes,10111935,63,6,63,47,0
CC,5582593560,Daniela Cifuentes,24031945,97,59,97,52,0
CE,4032524451,Miguel Hernández,23111978,54,6,54,20,0
CC,0460230491,Gabriela García,04012001,70,60,70,6,1
CE,4378204014,Miguel Hernández,07011998,17,1,17,26,0
TI,4996590936,Melissa Cartagena,02121992,20,36,20,93,1
CE,2186444055,Miguel Castaneda,05051968,41,42,41,13,0
TI,7989591801,Luis Rodríguez,03031946,18,51,18,54,1
CC,0651610006,Laura Hurtado,07031983,66,94,66,67,1
CC,4976518318,Marcela Martínez,04111981,44,13,44,13,0
TI,4978587735,Manuela González,04121998,86,78,86,35,1
CE,3934261428,María Murillo,04102006,97,93,97,95,1
TI,4875262156,Marcela Murillo,07111978,91,22,91,73,1
TI,8371255892,Carlos Cifuentes,27082007,20,51,20,55,1
CE,7975694590,Melissa Hernández,05121993,8,55,8,74,1
CC,0695972501,Carlos Martínez,10011968,11,95,11,55,0
TI,8783858492,Juan González,06121962,50,88,50,99,0
CE,6027552062,Sofía Hurtado,03122004,47,52,47,53,1
CE,6528353721,Ana Hurtado,03121972,25,15,25,47,0
TI,8964852437,Miguel Hurtado,25031934,17,52,17,11,1
TI,9875373372,Laura Hernández,26031970,54,21,54,86,1
CE,8399708284,Miguel Hernández,11071997,73,20,73,10,1
TI,5838162799,Manuela Castaneda,17051992,13,99,13,22,1
TI,3892436447,Sofía García,12071965,76,62,76,86,1
CE,5733366264,Miguel García,16031951,52,75,52,22,1
TI,7014080694,David Perez,04011940,52,45,52,59,1
CE,8992644643,Miguel Cartagena,23051992,68,13,68,11,0
TI,4325062213,Sofía López,18011952,95,90,95,95,0
CC,2474381615,Laura Perez,15112004,81,75,81,98,0
CE,6576581781,Melissa García,22051944,8,24,8,100,1
TI,4948898530,Gabriela Rodríguez,14081929,25,20,25,35,0
CC,4538970070,María Cartagena,05041913,76,79,76,79,1
CC,5806873227,Luis Cartagena,19111997,8,92,8,90,1
TI,3904366509,David González,01061972,13,24,13,26,1
TI,3258622256,María Castaneda,12011979,73,86,73,68,1
TI,0538654280,Gabriela Castaneda,02021958,97,22,97,60,0
CC,3141506645,Juan Perez,09031926,99,24,99,86,1
CC,6970339674,Melissa Murillo,17121941,8,38,8,42,1
CE,2437178555,Gabriela Cartagena,25101992,54,83,54,52,1
CC,1234899310,Miguel Cifuentes,26041970,66,35,66,19,1
CE,2931816745,David Cartagena,13021955,88,38,88,60,0
TI,8270821676,Miguel Hernández,15121929,50,21,50,44,1
TI,5956557913,Ana López,24101985,27,99,27,15,1
TI,9207601119,Melissa Martínez,19022002,23,67,23,36,0
TI,9614100545,Marcela López,13101960,94,88,94,83,1
TI,5722917003,Ana Perez,10101995,97,40,97,90,0
CE,5670810782,Manuela Murillo,25021963,63,1,63,26,1
CC,9100754031,Gabriela Murillo,02061956,41,3,41,78,1
CC,2430579014,Juan Martínez,26071980,27,95,27,53,1
CC,2229254073,David Hurtado,03081966,19,68,19,99,0
CC,7862772785,Ana Perez,24121928,70,22,70,26,1
CE,5668952733,Daniela García,10071952,73,81,73,65,0
CE,3785385064,David Rodríguez,23021937,85,26,85,97,0
CC,7518897001,Marcela Murillo,25011946,8,42,8,15,0
CE,9475826233,Daniela García,02021991,13,51,13,34,1
CC,0136305114,Manuela Murillo,20111937,15,52,15,86,1
TI,1724954776,David Martínez,06101974,41,29,41,81,1
CE,6302821344,Sofía López,07081961,17,4,17,90,1
CC,5483407244,Melissa Rodríguez,28061950,44,78,44,73,0
CC,6072593624,Gabriela Cartagena,23122007,44,58,44,36,0
CC,1676583791,Marcela Castaneda,12052007,11,95,11,77,1
CC,4091662097,Sofía Cifuentes,10091961,99,36,99,20,1
TI,1250915591,Laura González,19021938,13,34,13,59,0
CE,9123646467,Carlos Rodríguez,16082003,44,3,44,95,1
TI,8940933192,Sofía Rodríguez,15042001,66,97,66,22,1
CE,6629176080,María García,12071978,95,95,95,91,1
CE,5562451156,Juan Hernández,27041964,44,47,44,62,0
CC,2793950391,Marcela Cifuentes,02101947,95,3,95,93,0
TI,5353928633,Gabriela Cartagena,17071927,86,50,86,99,1
CC,7340506679,David Murillo,12031956,99,38,99,26,1
CC,3689926085,Daniela Rodríguez,25101963,95,67,95,52,0
CE,7665867608,Sofía Rodríguez,13031951,94,20,94,3,1
CC,3790088222,Juan García,18111941,94,73,94,51,0
TI,1701820519,María Hernández,16071958,52,34,52,2,1
CE,6692301068,David López,25081933,95,52,95,36,0
TI,1821083601,Miguel García,08042009,19,59,19,3,0
CE,3650772419,Luis Cartagena,27031965,94,34,94,22,0
TI,9170233103,Laura Hernández,16011936,73,74,73,22,0
TI,6086915457,Sofía López,04021995,52,4,52,59,0
CE,8907550989,María Martínez,03082013,88,74,88,21,0
