tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,declaraRenta
CC,5848027932,María Hernández,23011934,8,19,8,30,0
CE,9767413936,Melissa Cartagena,24111935,97,68,97,29,0
TI,4427679751,David López,09011974,15,40,15,97,1
CE,9521545417,Gabriela Cartagena,26081952,41,35,41,20,1
CE,4311360963,Laura Cartagena,24051930,70,44,70,83,0
CE,3266066260,Juan López,03121925,27,38,27,13,1
CC,5124631026,David Martínez,20071936,73,98,73,25,0
CE,2491805620,María Murillo,24052000,15,4,15,97,0
CC,1813495044,Daniela López,26051960,94,91,94,94,1
CE,0188196023,Ana Hurtado,09111999,13,54,13,77,0
TI,5491746337,Gabriela Hernández,08011954,44,45,44,22,1
TI,4400795985,Gabriela Rodríguez,06031991,86,50,86,83,0
CE,7379893868,David Murillo,15121961,23,74,23,30,1
CC,5211225800,Luis García,01011941,13,45,13,95,0
CC,2967240460,Manuela González,07111930,99,65,99,78,0
CE,8205827731,Luis García,04101926,15,81,15,52,1
TI,5844553745,Melissa Castaneda,24091931,20,24,20,67,1
CE,1440847859,Gabriela Hurtado,13091929,86,36,86,75,0
CE,2063259191,Sofía Cartagena,13051986,99,25,99,88,1
TI,1302111606,David García,02061966,68,32,68,77,1
TI,5558126987,Laura García,17071976,66,74,66,97,1
TI,4946206617,Luis García,17061926,11,62,11,60,0
CE,1467005813,Melissa Hernández,02101962,8,36,8,4,1
CC,6744555836,Luis Hernández,13031993,73,51,73,62,0
TI,1171408095,María Martínez,27111930,8,47,8,87,1
TI,3867820191,David Murillo,06011960,81,53,81,38,0
CE,6685205721,Daniela Castaneda,19091972,18,21,18,22,1
TI,1653370919,Marcela García,25021948,63,13,63,65,1
CE,1481974840,Melissa López,13111943,81,2,81,13,0
CC,1343475122,María García,23021980,5,19,5,34,1
CC,9818092064,Daniela Murillo,26091929,20,35,20,68,0
TI,7537747572,Manuela Rodríguez,10091965,23,25,23,65,0
CE,6901403270,Ana Cifuentes,17081969,85,30,85,44,1
CC,3572526409,Ana Cartagena,24021961,19,79,19,60,0
CE,2609121658,Melissa Cartagena,12051975,47,75,47,52,0
CC,6176729531,Miguel García,20081941,11,20,11,81,0
CE,3765410363,Juan Murillo,11051985,27,78,27,19,1
TI,7999723124,Daniela Castaneda,11071923,52,29,52,43,0
CC,2852107373,Daniela González,02031940,41,45,41,100,1
CE,3877809002,Manuela Cifuentes,11112005,97,41,97,21,1
CC,3285060022,Carlos González,13061962,11,93,11,100,1
TI,1321983394,David Cartagena,15041935,52,24,52,88,1
CE,0679499251,Gabriela Cifuentes,23101961,68,31,68,62,1
CE,0869334350,María García,05021971,25,4,25,95,1
CE,5450564341,Melissa Cartagena,12041931,47,41,47,1,0
CE,9562619886,Sofía Castaneda,22021978,19,77,19,93,1
CC,6065238475,Juan Hernández,03111919,41,98,41,54,1
CE,5410978493,Gabriela Cartagena,23101969,8,90,8,10,1
TI,5169133173,Juan Hurtado,13081940,54,2,54,87,1
CC,3085897088,María González,10111999,8,34,8,16,0
CC,5702477031,Miguel Castaneda,27021929,68,78,68,58,0
CE,8127017111,David Murillo,03031985,20,83,20,24,1
CC,1063136091,Daniela Martínez,01121944,94,95,94,45,0
CC,9196178636,Laura Hurtado,28061948,76,95,76,22,0
CC,3883868314,Ana Hurtado,01042008,27,32,27,20,1
CC,0482593465,Daniela Castaneda,07061933,95,53,95,95,1
CC,3579355354,Manuela González,08052002,41,97,41,2,0
TI,8606714582,Luis Rodríguez,03051940,8,52,8,16,1
TI,1852728167,Marcela Perez,03051954,23,38,23,50,1
CE,8119563294,David Hernández,25081948,54,53,54,44,1
TI,1148679129,Luis López,08071958,50,67,50,55,0
TI,3775947534,Marcela Murillo,22092009,19,62,19,78,0
CE,0582912018,Manuela Perez,17021965,50,13,50,93,1
CE,8159730819,David Murillo,14081984,18,86,18,77,1
CC,4392022355,Sofía Hurtado,14061947,13,38,13,73,1
CE,2842403639,María Cifuentes,14111966,41,65,41,73,1
TI,2251856822,Luis Cifuentes,20051927,20,90,20,40,0
CE,5430925069,Manuela García,20041967,18,97,18,100,1
CC,6706652606,Daniela Hurtado,13071962,13,20,13,26,0
TI,1374435359,Sofía Rodríguez,11101961,50,42,50,31,1
CC,6146613547,Gabriela López,06081974,52,36,52,36,1
CE,2742234153,Miguel Murillo,20121947,99,11,99,29,1
CE,3987292812,Ana López,03061986,20,31,20,26,1
CC,2774648120,Luis Martínez,12091953,81,29,81,35,0
CE,5831783444,Gabriela Perez,26121942,70,36,70,20,0
CC,7451883852,Juan Cartagena,23021947,20,4,20,60,1
CE,9111921536,María Castaneda,01101950,81,22,81,86,0
CC,2054846415,Ana Hurtado,06111958,54,74,54,98,1
CE,8867797830,Sofía Hernández,28041973,81,30,81,44,1
TI,4354272724,Daniela Cifuentes,02101984,66,83,66,62,1
CC,9358807886,Carlos González,05021964,70,20,70,11,0
CC,9763911020,Daniela Castaneda,07031935,86,100,86,22,1
CC,7640250555,Carlos Castaneda,22111970,27,41,27,21,1
TI,1729080558,Carlos Perez,02121962,23,16,23,74,0
CC,6370641545,Juan García,24111964,88,91,88,60,1
CE,4515807160,Juan Martínez,03041939,13,21,13,10,0
CE,8751518767,Juan Martínez,04071937,41,53,41,55,0
CC,1460296742,Daniela Castaneda,23111983,19,31,19,97,1
CC,3473374799,Ana Hernández,10032007,63,40,63,4,0
TI,8808314985,Sofía Cartagena,22111940,86,74,86,97,1
CE,2450114067,María García,01011932,73,31,73,94,1
CC,4070345720,Ana Perez,17111936,25,45,25,50,1
CE,2568276096,David García,17121981,25,15,25,78,1
CE,8825729778,Marcela González,08061977,66,34,66,30,1
TI,2264847757,Miguel Perez,16041983,18,3,18,15,1
CE,5690246087,Laura Cifuentes,27031972,66,60,66,92,1
CC,0357991223,Laura López,22121937,88,88,88,99,1
CE,9067295241,Manuela González,13031969,70,2,70,73,1
TI,4455186148,Melissa Cifuentes,17091926,70,86,70,25,0
CC,6743165075,Sofía González,09091940,23,77,23,15,0
CC,1802719230,Ana García,26041955,97,41,97,90,0
TI,4282163971,María Castaneda,21112009,73,11,73,1,0
TI,1367527583,Laura Cartagena,22081965,18,41,18,74,1
CC,8179089472,Melissa Perez,08021980,11,83,11,87,1
TI,8915572807,Manuela Murillo,09051948,95,44,95,94,0
CC,4997098838,Laura Cifuentes,21101998,44,73,44,1,0
CE,3894342256,Laura Hurtado,24081966,76,99,76,98,1
CE,3208797427,Daniela Hurtado,24101998,63,38,63,44,1
CC,6072987065,Manuela Castaneda,10071978,86,3,86,77,1
CC,5448777947,Miguel Castaneda,25071970,94,36,94,35,1
TI,2124101380,Melissa Rodríguez,16081918,91,36,91,100,1
TI,2651601935,Gabriela Perez,21112009,88,97,88,11,0
CC,9925600011,Daniela Cifuentes,27061928,5,31,5,88,0
CE,2686039551,Marcela González,05091952,18,83,18,98,1
CC,8392775967,David González,25091930,68,97,68,6,1
CE,0720913425,Miguel Cifuentes,18021946,94,97,94,59,0
CE,7516909597,Ana Hurtado,24011953,99,15,99,25,1
TI,8540600434,Juan Hurtado,03051931,44,22,44,25,0
CC,8111770979,Laura Hernández,24081941,68,25,68,88,0
CE,9224889148,Carlos Castaneda,23021927,11,59,11,55,1
CE,5972144153,Ana López,25041979,50,13,50,42,1
CE,9815498687,Miguel Cartagena,11121925,54,6,54,88,0
CC,9952554773,María Cifuentes,15021986,63,32,63,97,1
CE,9246714712,María González,05111977,11,78,11,95,1
CE,5107678394,María Murillo,04031975,99,38,99,59,1
CC,5272118146,Juan Perez,25041971,95,68,95,42,1
CC,6441642325,María Murillo,12041984,44,4,44,62,1
CC,4114480176,Juan López,24091932,41,83,41,30,1
TI,6579033821,Luis Perez,13071976,81,36,81,54,1
TI,4198922406,Ana Perez,19051968,66,95,66,99,1
TI,1153665269,Miguel López,11061960,54,45,54,19,0
CC,2251922951,Juan Cifuentes,04051935,41,73,41,29,1
CE,3688053913,Marcela Martínez,02101961,91,73,91,40,1
CE,3520915657,Manuela González,01111992,20,98,20,3,0
CE,1522094229,Miguel Rodríguez,25021972,54,20,54,100,1
CE,2245611096,Carlos López,05061986,54,98,54,88,1
TI,5750251546,Miguel Hurtado,06051949,81,100,81,40,1
TI,8519841428,Miguel Perez,16111986,23,16,23,24,1
TI,1520984489,Juan López,26091943,25,81,25,90,0
TI,6294081645,Ana Hurtado,12021997,97,16,97,92,0
TI,1514365119,Ana García,11052017,25,51,25,47,0
CE,3184285379,Manuela Martínez,20111947,8,32,8,29,1
TI,9918079799,Laura González,02111955,17,45,17,50,1
CE,4299401754,Ana Hernández,02121931,44,51,44,60,0
CC,9054240440,Ana Murillo,14091957,23,62,23,86,0
CC,7858333606,Luis Rodríguez,07051944,17,94,17,98,0
CE,4123877156,Gabriela Hernández,09031953,20,75,20,93,0
CC,0505724463,Gabriela Hernández,16081959,8,51,8,91,1
CE,1541300330,Miguel López,23011952,19,67,19,41,1
CE,5526153263,Marcela Cifuentes,28051954,52,13,52,47,1
CE,1451749819,Sofía García,15031980,66,98,66,86,1
TI,0034849400,Manuela Martínez,23041993,52,34,52,29,0
TI,8649809935,Daniela Rodríguez,13101946,88,67,88,29,0
CE,2334962349,Luis Perez,08041942,8,2,8,97,1
TI,2228582914,Luis Castaneda,22061986,19,83,19,62,1
CC,7783744326,Marcela Hernández,23061974,23,73,23,36,1
CC,7293791516,Juan López,20041944,23,24,23,58,0
TI,1249037869,Ana López,15071988,15,97,15,98,1
TI,7148809104,Sofía González,21081944,73,62,73,86,0
CC,9105194227,Gabriela Cartagena,21081927,76,54,76,73,1
CE,9001758198,Sofía González,21021929,85,47,85,41,0
CC,3831291765,Carlos Perez,03081924,44,45,44,68,0
CC,4281097652,Gabriela Hurtado,13031949,66,19,66,97,1
CE,7760731341,Juan Hernández,05111939,18,81,18,20,0
CC,4707019806,David Murillo,14011956,20,38,20,99,1
TI,0380323838,Juan Hernández,12091959,27,22,27,65,1
CE,6801092730,Marcela Hurtado,20051958,66,24,66,3,1
CE,3119746583,María Cifuentes,03102016,66,31,66,24,1
CE,8776271286,Laura López,26051981,25,43,25,68,1
CC,9909298208,Miguel Cartagena,08031981,97,30,97,68,1
CE,3482983236,Melissa Murillo,21101970,25,42,25,67,1
CE,5574370316,Daniela Cifuentes,17101941,50,52,50,92,1
CE,6646060208,David García,11111986,76,94,76,55,1
CE,4268903227,David González,28071979,86,47,86,83,1
CC,7694499785,Juan Hernández,19061940,97,24,97,16,0
CC,9291854702,María Martínez,24081946,68,30,68,32,1
CC,3739771286,Daniela Perez,24031988,99,86,99,35,1
CE,7139943578,Laura Hernández,02022004,41,35,41,15,0
CC,7872463074,Sofía Murillo,20121942,17,47,17,21,1
CE,6640838444,Ana Hurtado,02021939,50,3,50,62,1
CC,0041276991,Gabriela Cifuentes,12041973,11,3,11,93,1
CC,9600449494,Juan Hurtado,23091972,13,41,13,99,1
CC,4599269025,Daniela Castaneda,15061945,97,36,97,40,0
CE,2522552209,Laura Martínez,23021940,19,62,19,87,0
CE,6993201184,Luis Martínez,04051940,99,45,99,58,0
CC,7945247973,Manuela Rodríguez,10121985,20,83,20,94,1
CC,7048272849,Luis Martínez,25101934,63,35,63,62,0
TI,0295974598,Daniela Hurtado,08021971,88,86,88,16,1
CC,7887510582,Marcela Hurtado,01031962,5,93,5,41,1
CC,3571797370,Gabriela Castaneda,11101981,91,52,91,10,1
TI,8257352079,Carlos Cifuentes,10071998,66,55,66,62,0
CE,1432721254,Ana Murillo,02011972,15,20,15,92,1
CC,4703190647,Carlos Cifuentes,17111937,95,53,95,47,0
CC,6851309390,Ana López,20011971,13,34,13,86,1
CC,3020222346,Marcela Martínez,12121928,25,36,25,38,0
TI,7904846874,Gabriela Hernández,17122003,91,91,91,34,0
CE,9216761208,Carlos González,15081922,91,60,91,68,0
TI,1902774938,David Hurtado,15021932,27,20,27,3,1
CE,9694331360,Carlos Hurtado,27011971,85,22,85,45,1
TI,0508768100,Ana López,09041953,8,78,8,19,1
CC,9505102390,Juan López,21061947,70,91,70,50,0
CC,7991796041,Miguel Perez,02021949,44,35,44,87,1
CE,9551330861,Laura Cifuentes,02111970,91,44,91,50,1
CE,0573104598,Laura Cartagena,25081973,52,60,52,47,1
CE,2576739677,Sofía Castaneda,03081928,99,97,99,83,0
CC,6400039868,Melissa Murillo,15061981,23,77,23,60,1
CC,2951177077,Sofía Hernández,28031930,25,45,25,77,0
CC,6115129737,Carlos López,23081943,17,1,17,21,1
CE,1744697707,Gabriela López,26071925,91,51,91,88,1
CC,8273808405,Miguel Hurtado,22031927,68,67,68,53,1
TI,8932560794,David González,17041936,20,97,20,51,1
CE,9821932776,Luis Cartagena,06111951,13,47,13,10,1
CE,8323480599,Carlos Cifuentes,05051946,5,3,5,30,1
TI,2808190453,David González,26101926,47,21,47,4,0
CC,3973410852,María Cartagena,21081949,18,79,18,74,0
CE,0168600939,David López,05051930,41,74,41,15,0
CE,2096516325,Juan González,23041941,97,19,97,16,0
TI,7701355524,María Hernández,19101931,81,83,81,34,0
CE,0792953016,María Perez,05031927,81,32,81,6,0
TI,2836533244,Juan Perez,12012009,85,100,85,31,0
TI,4641584257,Daniela Murillo,12121925,11,47,11,77,0
CE,7716302555,María Hernández,12071928,19,1,19,34,0
CC,0614441595,Gabriela López,27071944,44,31,44,26,0
CC,2814091479,Carlos Cifuentes,07032004,91,2,91,73,1
TI,8292405662,David García,09011920,44,65,44,74,1
CC,1617575635,Daniela Cifuentes,18031938,94,65,94,50,1
TI,0723197604,Juan Perez,13051954,52,50,52,41,1
CC,1536762031,Sofía Hurtado,13121940,19,60,19,3,1
CC,2998499557,Luis Rodríguez,01051959,20,20,20,73,1
TI,9783772300,Luis Rodríguez,19051955,13,93,13,43,1
CC,7136569191,Sofía Cifuentes,28061968,54,52,54,73,1
TI,8582916801,Luis Perez,17041938,5,6,5,100,1
CC,2599473695,Sofía Murillo,04101929,20,3,20,59,0
TI,5318892640,Gabriela Perez,13031983,23,43,23,75,1
CC,0952366988,Juan Rodríguez,24121964,15,62,15,11,1
TI,0107579367,Manuela Perez,07031951,86,55,86,32,1
TI,3086665845,David Hurtado,20091970,70,40,70,30,1
CE,8309492899,Marcela Rodríguez,18091936,13,25,13,52,0
CC,3181475362,Gabriela López,20061927,50,91,50,38,1
CC,0913427061,Laura Castaneda,03091973,50,58,50,47,1
CC,0040764165,Marcela Perez,28051943,17,44,17,10,1
CE,0691680963,Daniela Hurtado,14081932,94,32,94,91,1
CC,8672456358,Laura Hurtado,23071926,27,13,27,62,1
TI,1491850885,Luis Rodríguez,04071961,41,30,41,11,1
TI,5477030949,Miguel Hurtado,19081957,52,36,52,47,1
TI,6699433552,Laura López,23011968,70,11,70,51,1
TI,3763107934,Ana Rodríguez,19091928,23,38,23,65,0
CE,4911790555,Sofía Murillo,18081925,8,86,8,47,1
CE,2800644340,Melissa González,08071957,54,53,54,53,1
CC,1821011283,Laura Murillo,25111945,85,50,85,10,1
CC,3510423056,Laura Cartagena,13031926,5,92,5,90,0
CE,2083890932,María Martínez,18081984,70,88,70,21,1
CC,9302609085,Marcela García,24091979,50,50,50,79,1
CC,6589692926,María Cartagena,18031945,81,30,81,62,1
CC,3693488879,María Cartagena,25051983,50,88,50,35,1
TI,4383625172,Ana García,05041928,18,4,18,2,0
CC,4486015306,Laura Murillo,05081974,95,31,95,98,1
CC,9018332310,Miguel López,10071964,23,58,23,20,1
CC,1867019278,Laura García,21121982,95,21,95,94,1
CC,8660403761,Miguel López,09031985,63,95,63,65,1
CC,4038409580,Juan Martínez,23092002,52,45,52,59,0
TI,2944698133,Daniela Cifuentes,28111935,68,87,68,2,1
CC,3654944828,Gabriela Martínez,19041940,44,92,44,4,1
CE,2218139896,Carlos Perez,23031936,88,100,88,60,1
CE,2579787464,Melissa Martínez,18051958,52,81,52,16,1
CC,4653104316,Sofía Murillo,04011958,66,87,66,11,0
TI,9374593687,Marcela García,09071928,50,65,50,25,0
CC,3229085751,Marcela Perez,15011933,47,92,47,52,0
CC,3679071844,Laura García,23051932,66,26,66,88,0
TI,2004870478,David Murillo,24071963,27,41,27,86,0
CC,5642896335,Ana Cartagena,20041981,70,100,70,86,1
CC,2918500628,Sofía Rodríguez,26011910,11,43,11,26,0
CE,4836894749,Juan Cartagena,24041984,88,87,88,55,1
TI,4494624317,Ana Cartagena,20081958,44,90,44,65,1
CE,5350512506,Carlos Cifuentes,26081978,66,98,66,29,1
TI,4690558114,Laura González,07121917,91,53,91,100,0
CC,9361323813,Luis López,17081983,85,83,85,55,1
CC,3082057538,Ana Perez,14041993,91,79,91,91,0
TI,7477481177,Sofía Murillo,15031984,95,35,95,54,1
CE,3585111193,Laura Martínez,13071928,52,74,52,25,0
CE,4475657066,Carlos Hurtado,09111943,15,24,15,38,0
CC,4113660334,Miguel Rodríguez,09091932,11,73,11,43,0
CE,0213121728,Gabriela González,03121958,50,47,50,22,0
CC,7413381664,Gabriela Cifuentes,14121957,41,1,41,41,0
CC,0948719799,Miguel García,07041924,70,53,70,74,0
CE,4365480058,David González,02051962,73,3,73,95,0
CC,8471386315,Manuela Martínez,23112003,54,34,54,50,0
CC,0811005339,Laura Martínez,09021968,20,55,20,87,1
CE,5134656459,David Hernández,12071982,54,60,54,95,1
CE,7312851852,David Hurtado,05101920,54,29,54,26,1
TI,7576219160,Daniela López,02041928,41,35,41,36,0
CE,6141046636,Juan Castaneda,09011940,85,91,85,73,0
CC,2585415980,Laura Castaneda,27071941,99,47,99,93,0
CE,8387741521,Laura López,05061935,44,68,44,35,1
CE,6682613806,Manuela Martínez,15091961,95,78,95,79,1
TI,9424889071,Daniela Castaneda,08121958,23,59,23,68,1
CC,3580208268,Juan Cifuentes,04031935,97,2,97,94,1
CC,1900969351,Luis Cifuentes,02101939,85,94,85,10,1
CE,5674174643,Miguel Cartagena,12111944,44,16,44,75,1
TI,7079267308,Luis García,15041957,18,65,18,4,1
TI,3755800768,Miguel Castaneda,01041984,94,44,94,32,1
CE,6192750329,Melissa Martínez,13031938,66,52,66,44,0
CC,5271100807,María Cartagena,17071939,73,34,73,26,1
TI,1752190995,Sofía Cifuentes,01091967,5,47,5,52,1
TI,5969764940,Gabriela Cartagena,04111927,99,78,99,11,0
TI,9096307899,Marcela Martínez,09061926,88,91,88,3,1
CE,0053728846,Sofía Martínez,12101964,94,88,94,74,1
TI,9825391499,Sofía Murillo,21071936,99,47,99,38,1
TI,7065643326,Laura Cifuentes,03031954,73,30,73,25,1
CC,7522842604,Luis García,04121925,41,1,41,51,0
TI,4303199116,Laura Castaneda,07051936,50,29,50,25,1
CC,4790323188,Miguel González,26022018,70,75,70,47,0
CC,5206026545,Manuela Hurtado,04021950,20,3,20,38,0
CC,9638128286,Luis Murillo,18041960,99,95,99,25,1
TI,5892844452,Sofía López,15012008,97,83,97,35,0
TI,5656402621,Laura González,15061955,88,94,88,79,1
CE,7205000875,Miguel Rodríguez,13021979,17,42,17,19,1
CC,4589764106,David Murillo,27051965,41,32,41,55,1
CC,9215481561,Manuela Murillo,11021965,94,53,94,83,1
CC,0687963822,María López,19031947,63,60,63,92,0
TI,0495225305,Laura Cifuentes,23012009,66,90,66,77,0
TI,7572469793,Luis Hernández,14101981,15,2,15,1,1
CC,4559450720,Daniela López,08061981,76,86,76,77,1
CC,4209518610,Marcela Rodríguez,18031934,54,65,54,44,1
TI,3288236938,Gabriela González,12021907,95,30,95,67,0
CC,7177564485,Carlos Perez,13071982,81,78,81,26,1
CE,6100048131,Marcela Martínez,02061905,81,95,81,81,0
CC,6591946647,Gabriela Martínez,23122009,20,59,20,91,1
TI,3998029081,Sofía López,04091984,97,78,97,87,1
TI,4473781687,María Murillo,24122009,47,2,47,30,1
TI,5800962453,Ana Murillo,02051927,50,45,50,54,1
TI,9021998648,David Hernández,20031975,15,93,15,54,1
CC,5902151361,Sofía Martínez,22071967,8,58,8,21,1
TI,3264362296,Sofía Cifuentes,21061939,86,79,86,91,1
TI,8088210624,María Cifuentes,03061969,44,91,44,59,1
CC,1063609833,Miguel Perez,02011976,63,99,63,42,1
CC,6282212327,Marcela Castaneda,10062009,23,53,23,51,1
CC,6273769843,David González,04082002,94,22,94,6,0
CE,5991870183,Manuela López,13071925,23,45,23,95,0
CC,2015173516,Miguel Hernández,16091986,44,83,44,58,1
CE,0886889885,Melissa Hurtado,08081958,13,51,13,1,0
TI,3264192901,Sofía Hernández,13111983,94,95,94,73,1
CC,4787780478,Gabriela Rodríguez,06051946,94,87,94,83,0
TI,8942107587,Miguel Murillo,06071936,99,62,99,95,0
CE,6577803327,Miguel Hurtado,23111959,17,90,17,67,0
TI,0642695473,David Martínez,14032006,54,44,54,13,0
TI,8564269057,Juan Hernández,17031924,95,83,95,30,0
CE,0530138343,Luis Rodríguez,17091973,88,68,88,34,1
TI,3152113285,Ana Perez,13051992,13,62,13,31,0
TI,8003501043,María Cifuentes,09031959,66,99,66,50,1
CE,8901265276,Carlos Hurtado,19071916,54,22,54,41,0
CE,9720134487,Marcela González,16111934,13,4,13,20,0
TI,5093948886,María Hernández,04031930,63,26,63,32,0
CE,5750363869,Manuela Murillo,06121970,15,3,15,53,1
TI,9822815168,Manuela Hurtado,01121941,66,95,66,22,0
CE,6073133859,Sofía Perez,27101945,70,50,70,98,0
TI,2743752704,Daniela González,01021956,52,15,52,90,1
TI,8353790577,María Cartagena,20051928,27,90,27,91,0
CC,3466596963,Ana Cartagena,15081981,66,2,66,40,1
CC,7449781615,Daniela Hurtado,02031982,68,30,68,29,1
CE,8631130624,Miguel Perez,26071952,17,50,17,53,0
CC,2964336751,Marcela Murillo,26031964,50,4,50,79,1
TI,5372935498,Laura González,05101945,47,62,47,75,0
CE,0878535882,Laura Castaneda,22031948,85,83,85,55,1
TI,6693143014,Marcela Castaneda,10061951,63,99,63,86,1
TI,7668352132,Daniela Murillo,20011944,97,97,97,77,0
CE,8025484632,Ana García,16081970,25,38,25,77,1
CC,2736898533,Daniela García,27072014,85,60,85,21,0
TI,5062860591,Marcela Rodríguez,13081971,18,91,18,10,1
CE,0958117054,Gabriela Hernández,02121927,52,92,52,52,0
CC,1628106557,Sofía González,27101956,95,74,95,35,0
CE,6315385365,Sofía Castaneda,14021976,50,75,50,32,1
CE,3483059588,Manuela Cifuentes,04041984,20,6,20,35,1
TI,2281724100,Sofía Cartagena,07101948,94,31,94,75,1
TI,3989465712,Marcela Cifuentes,13121928,95,53,95,65,0
CE,9522272892,Manuela Perez,16011980,11,73,11,16,1
CE,7097071773,Juan Cartagena,17041930,8,91,8,19,0
CE,7230908254,Juan Murillo,10121952,13,15,13,59,1
TI,2152328303,Melissa Martínez,23091947,27,2,27,31,1
CE,1878897935,Carlos Rodríguez,02061960,91,35,91,95,1
CE,3722390293,Gabriela Rodríguez,12051934,19,67,19,55,0
CE,1852982298,Laura Rodríguez,04071988,95,86,95,88,1
CC,7719495788,Marcela Cifuentes,15121925,44,21,44,75,0
CE,7020223260,Daniela Hernández,17011958,63,97,63,6,1
CC,0332634259,Carlos García,22011936,25,11,25,75,1
CE,8738567886,Luis Cartagena,23021947,18,40,18,52,0
TI,4169317997,David González,25081951,20,47,20,77,0
TI,2375474995,Marcela Castaneda,01031949,81,26,81,19,0
CE,4440093434,Gabriela Hernández,25031960,13,13,13,36,1
TI,7042655838,Miguel López,01031951,66,51,66,51,1
CE,4176727897,David Rodríguez,16031988,11,29,11,62,1
CC,5238073674,Carlos López,06121940,68,24,68,21,0
CC,1169581737,David Hurtado,12121952,76,90,76,59,0
CC,8062763691,Juan Martínez,15041958,17,30,17,25,0
CC,4246058857,Laura Cartagena,07031968,27,97,27,83,0
CE,5810570848,Ana Hernández,23051943,23,51,23,98,0
CC,7066268598,Carlos López,02021940,76,1,76,91,0
TI,5072932482,Carlos Perez,13021956,19,22,19,10,0
TI,4063355302,Marcela Rodríguez,15041957,97,86,97,24,0
TI,7304475379,Sofía Perez,27071939,85,99,85,53,0
TI,9561711310,Marcela Rodríguez,27041960,19,3,19,77,0
CE,4211319752,Daniela Murillo,27121946,97,42,97,40,0
CE,5635150172,Luis Cartagena,17121968,63,1,63,87,1
CC,0248326732,David Castaneda,27101946,73,15,73,2,0
CE,2104460407,Carlos Murillo,13041986,52,30,52,42,1
CE,2940467734,David Cifuentes,16122007,13,21,13,24,1
TI,2181835616,María Perez,11021980,17,30,17,40,1
CC,8493066516,Laura Cifuentes,01051952,81,74,81,78,1
TI,1876054447,Daniela Murillo,20101945,17,95,17,81,1
CC,5780672603,Sofía García,24121933,95,42,95,73,0
CE,5132952675,María Rodríguez,14091950,5,35,5,15,0
CE,1722207995,Laura Cifuentes,22091932,52,90,52,11,1
CE,9563496157,Ana Rodríguez,03051970,81,77,81,24,1
CC,8123700768,Juan García,19121983,27,40,27,19,1
TI,7570849388,María Cifuentes,15091942,99,43,99,74,0
CE,6708927604,Daniela Hurtado,11111929,27,45,27,83,0
TI,9768713519,Gabriela Hurtado,04031967,47,10,47,4,0
TI,1206292146,Miguel Perez,11081925,25,86,25,16,0
CC,8768507677,David Castaneda,16061977,17,25,17,34,1
CC,5949846951,David Hernández,21111975,91,88,91,87,1
CE,4901418788,Luis Hurtado,21122005,41,90,41,43,0
CE,9514994546,Luis Martínez,28051957,15,19,15,2,1
TI,3911855319,Ana Cartagena,08111931,18,100,18,78,0
CC,7110804436,Sofía Castaneda,23021925,52,68,52,67,1
TI,9271820587,Daniela Rodríguez,27011979,11,87,11,58,1
CE,3920237007,Juan García,12011936,27,58,27,30,0
CC,8736454354,Daniela Martínez,16121947,54,93,54,38,0
CC,1880032935,Carlos Cifuentes,13051937,47,15,47,51,0
CC,6141513089,María López,27071987,85,4,85,30,1
CE,6357461824,Ana Martínez,11021987,50,16,50,20,1
CE,5389854763,Manuela Perez,05121947,13,90,13,91,1
TI,5880215263,Sofía Perez,18071983,8,11,8,16,1
TI,1849033761,Manuela González,17041944,94,21,94,40,0
CC,4652692345,Luis Hernández,27111974,8,52,8,79,1
CE,9237452188,Gabriela López,11061943,25,92,25,44,1
CE,8520339216,María Murillo,01061973,54,45,54,11,1
CC,1043945852,Melissa Murillo,01071976,94,58,94,16,1
CE,1441886848,Miguel González,19121926,44,59,44,51,1
TI,9528797429,Luis Martínez,20101967,5,54,5,90,1
CC,7445226181,Sofía Rodríguez,11031998,25,75,25,88,0
CE,9062942533,David García,21121982,17,78,17,73,1
CE,6493586530,Laura García,16061949,19,45,19,65,1
TI,9648811396,Sofía García,13091952,19,75,19,78,1
CC,5194150933,Marcela López,07121912,76,73,76,34,0
CE,8731222940,Miguel Murillo,09071955,25,93,25,42,0
CC,6160447558,Melissa López,20111973,70,6,70,79,1
TI,7637567330,Juan Murillo,09031927,70,32,70,93,0
CE,3937201793,Carlos López,16112003,81,26,81,100,0
CC,7656311115,Manuela Murillo,02051958,70,95,70,44,0
CC,1162271882,Marcela López,08051946,19,92,19,92,0
TI,7203101213,Sofía Castaneda,03011969,95,81,95,3,0
CE,6739326994,María García,27091984,13,43,13,95,1
TI,0074687321,Carlos Castaneda,05061923,81,34,81,92,0
CC,7514883738,María García,17011966,18,75,18,34,0
TI,0845776685,Melissa Martínez,15031966,25,20,25,78,0
CC,9156062787,Manuela Castaneda,06081994,41,35,41,90,0
CE,8817922981,Juan Martínez,05071964,91,50,91,65,0
TI,7094501755,Gabriela Murillo,02041987,15,24,15,86,1
CE,8244639632,Melissa Castaneda,08101949,19,87,19,53,1
CC,5446243515,Laura González,24081902,66,32,66,13,0
TI,2941241097,Marcela Cifuentes,11091952,63,20,63,59,0
CC,5539281200,Manuela Hernández,03091985,13,41,13,4,1
CC,0254471495,Manuela Martínez,17051976,94,58,94,30,1
