tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CE,9403522464,Melissa Hurtado,17011961,85,26,85,99,1
CE,0215107211,Gabriela García,15111973,5,86,5,78,1
CC,6808759747,Manuela Cifuentes,18052002,73,58,73,31,1
CE,5871420837,Miguel González,07091949,15,21,15,68,0
CC,6286638801,Manuela López,27112019,97,55,97,60,0
TI,3158390204,Carlos Hurtado,16041926,81,62,81,16,0
CC,6433170801,Daniela González,01042008,99,67,99,98,0
TI,3271952052,Sofía López,15081925,95,60,95,36,1
CE,8036385982,David Perez,28061992,15,90,15,68,0
CE,9019743744,Carlos Hurtado,16041963,70,79,70,4,0
TI,3808553456,María Castaneda,17051968,73,31,73,68,1
CC,1769466834,María López,08101980,76,30,76,3,1
TI,0988863552,Marcela Martínez,13101975,27,3,27,35,1
TI,6373118264,David González,01122000,52,93,52,31,0
CE,7765843098,Manuela Perez,02021932,94,16,94,35,0
TI,2370526639,Laura Cifuentes,01021962,41,74,41,86,0
TI,9207002055,Gabriela Cifuentes,13101927,94,59,94,54,0
CC,1675734889,Ana Murillo,18032002,94,92,94,83,1
TI,7713466582,Carlos Martínez,23121936,27,44,27,31,1
CE,2745359899,Daniela Hurtado,10051904,66,44,66,42,0
CC,2417144019,Daniela López,03021971,44,65,44,88,1
CE,9102332453,Juan Rodríguez,12122008,97,51,97,65,0
CE,1829088323,Carlos González,01061961,95,87,95,36,1
CE,8097606160,David Murillo,10101994,18,74,18,10,1
CE,3603488713,Miguel García,10121930,86,75,86,41,0
TI,3328597958,Gabriela Cartagena,19111932,27,94,27,90,1
CE,3655418036,David Martínez,23012000,91,79,91,16,0
TI,2223695058,Laura García,11111988,50,3,50,19,1
CE,5147253643,Laura Murillo,23071996,18,53,18,93,0
CE,4190670836,Daniela Hernández,12112007,15,50,15,43,1
CC,4485340865,Laura Hurtado,22021936,50,44,50,19,0
CE,0210080596,Carlos Rodríguez,28062000,88,58,88,77,1
CC,9393275382,Juan Perez,27101945,99,75,99,95,0
CC,1969470975,Manuela Martínez,12051968,11,86,11,97,0
CC,7342703412,Juan Hurtado,07081954,66,95,66,51,1
CE,9391482466,Manuela López,06081954,66,1,66,30,0
CE,6730494363,David Murillo,18081980,88,60,88,79,0
TI,6530186768,Manuela Martínez,03051926,73,47,73,30,1
TI,2013749880,Juan Cifuentes,03061972,13,65,13,88,0
TI,1888325808,María García,20121961,91,21,91,81,1
TI,7535738430,Daniela González,25062004,13,45,13,95,1
CE,5028093871,María Cartagena,17031962,91,51,91,13,0
CE,6482713771,Luis Rodríguez,28021939,41,91,41,81,1
CE,6383325840,Ana Hernández,17121960,76,92,76,43,1
CE,2615640308,Marcela González,06121965,85,41,85,60,0
CC,5682180344,Marcela Rodríguez,02052019,17,44,17,99,1
TI,2117673423,Juan Castaneda,16091937,81,79,81,52,0
CC,6518921559,Sofía Perez,24081986,88,92,88,2,1
CE,5639916942,Juan Castaneda,22051968,13,36,13,38,1
TI,8910967181,Sofía Hernández,04051982,47,38,47,90,1
CE,7782809766,Sofía Rodríguez,18011997,50,32,50,10,1
CE,4440467667,Juan González,16021972,27,83,27,2,0
CE,9823836518,Juan Castaneda,10092004,54,2,54,83,0
CC,9798122932,Miguel González,26091989,85,47,85,42,1
CC,7916471208,Marcela Murillo,02031924,88,6,88,92,0
CC,1179684599,Melissa García,05011970,85,20,85,95,0
TI,0336241574,Daniela Murillo,15091952,86,90,86,74,0
CE,3246206239,Juan Murillo,13071945,88,67,88,99,1
CE,6755286474,David Hernández,13031936,66,16,66,44,0
CE,6433336430,Melissa Perez,27091982,94,36,94,81,0
CE,9718227819,Luis Castaneda,11111993,97,4,97,90,0
TI,0962333380,Miguel Cartagena,15121911,8,95,8,74,0
TI,1674919340,Miguel López,04051953,13,31,13,58,0
TI,0441814421,David Cifuentes,28041918,66,52,66,34,0
TI,5489394028,Juan López,18041982,52,21,52,81,1
CE,4647196614,Miguel López,12031925,41,74,41,79,1
CE,8074663768,Carlos Rodríguez,19121986,97,16,97,73,0
CE,7788617066,Sofía Castaneda,24081941,50,24,50,3,1
CC,2563812699,Miguel Martínez,13081933,18,42,18,59,1
CE,4616052931,Daniela García,21051939,97,83,97,45,0
CE,1142045901,Ana García,18111989,63,97,63,15,1
CE,5232174681,Marcela Murillo,16071998,97,21,97,74,0
CE,6792898998,Melissa Perez,20041931,85,75,85,60,1
CE,8695568282,Sofía García,02091989,97,79,97,73,1
TI,1869417786,Manuela García,27111929,15,58,15,29,0
TI,4287061815,Melissa Castaneda,22051928,68,60,68,91,0
TI,9232106476,Carlos Rodríguez,27051971,88,91,88,50,0
CC,7852408708,Luis López,07061957,91,59,91,50,1
TI,1513308177,Luis Martínez,25061932,44,90,44,42,0
CC,9211564817,Luis Murillo,23112007,54,36,54,97,1
TI,8227315237,Carlos García,23011979,95,6,95,73,0
TI,4170098407,Carlos Perez,09031969,27,91,27,24,0
CE,7072642579,Melissa Martínez,10011980,15,35,15,24,0
TI,4678543943,Daniela Cartagena,17091967,63,2,63,94,1
CE,2698567757,Juan Murillo,08061978,97,81,97,51,0
CC,1743732542,Miguel López,04121942,88,6,88,55,1
CE,5905702029,Gabriela Castaneda,04011999,99,26,99,26,0
TI,5227640514,Carlos Hurtado,17081950,13,35,13,29,0
CE,2734275407,Melissa Hernández,28021967,25,68,25,1,1
CE,9717531694,Miguel Hernández,02011976,73,41,73,38,0
CE,6410677392,Laura Martínez,18051998,18,94,18,24,1
TI,0648360833,David Perez,22031947,95,20,95,94,0
CE,9723758967,Ana Martínez,10061959,50,13,50,73,0
CC,5749959170,Ana López,02011973,97,41,97,67,0
CC,3085792540,Carlos González,19031935,5,68,5,34,1
TI,9911743792,Ana González,24072001,73,86,73,94,1
TI,0836113524,María González,02012000,8,34,8,98,1
CE,5179896281,Ana Martínez,25071945,18,53,18,42,0
TI,6242878068,Laura Cartagena,22031997,73,52,73,65,1
CE,9286210741,Juan Hernández,03061969,81,1,81,50,1
CE,2598098381,Gabriela Cartagena,18022005,5,24,5,44,1
CC,8435584704,Ana Murillo,26011952,86,60,86,34,1
CE,6325360489,David Perez,24081947,99,36,99,93,1
TI,3522644075,Daniela López,16101966,44,53,44,78,0
CC,7645520114,Gabriela González,17041946,17,68,17,20,1
CC,4254952762,Sofía Cifuentes,13102003,76,26,76,43,1
CC,7740719988,Luis Castaneda,01111993,44,16,44,52,0
CE,1886870099,Miguel Perez,20012004,25,13,25,43,0
CC,0196153841,David González,25112013,70,32,70,11,1
TI,8486145065,María López,05021971,85,67,85,26,0
TI,1284108513,Gabriela Martínez,20081969,70,60,70,77,0
CC,5205945972,Carlos Murillo,17081977,11,22,11,98,1
TI,4192540681,Melissa Hernández,23081943,88,35,88,15,1
CE,2509486140,Miguel Hernández,20061943,54,25,54,54,1
CC,7216875645,Gabriela Murillo,02081980,95,99,95,93,0
CC,9481607170,David López,17101969,17,68,17,26,1
CC,3006722557,Sofía Perez,09051991,17,11,17,83,1
CC,5289072884,Miguel Hurtado,27091934,8,3,8,13,1
CC,2057477532,Daniela Hernández,13071977,76,58,76,3,0
CC,2360454546,Carlos Perez,19091927,86,32,86,99,1
CC,9600672679,Juan Martínez,16081977,20,90,20,55,1
CE,6427525197,María González,24031977,27,55,27,10,0
TI,7730684034,Juan Hernández,11031998,66,26,66,34,1
TI,3427943253,Sofía Castaneda,09101976,91,62,91,52,1
CE,3625051354,Juan Murillo,16121981,94,24,94,44,1
CE,7764592939,Luis Perez,15021922,88,19,88,32,0
CC,5965606960,Marcela González,17101958,73,21,73,38,0
TI,4317120179,David Perez,28101949,17,10,17,10,1
CC,8568976751,Miguel Cartagena,15081995,81,99,81,11,0
CC,5050467311,Marcela Martínez,07011955,47,51,47,44,0
CC,9990785328,Gabriela García,12101966,94,21,94,74,1
CE,8868676510,Gabriela Murillo,27112011,91,22,91,41,0
TI,7815866989,María Hurtado,05031969,13,77,13,93,1
CE,5885016694,Manuela Hernández,15091958,8,86,8,87,1
TI,8502974905,Sofía Cartagena,09051940,81,60,81,42,1
CC,3598370599,Laura Cartagena,02032008,73,36,73,95,0
CC,7084728166,Juan González,20021931,19,22,19,30,0
CC,5492776460,Ana Rodríguez,06041928,99,79,99,2,0
TI,2869635118,Daniela Cartagena,11081913,5,62,5,32,1
CC,4593097861,Carlos López,19042007,85,10,85,87,0
CE,8489001407,Carlos Martínez,03011937,97,99,97,29,1
CC,3206700043,Carlos Martínez,06061937,8,79,8,51,1
TI,9989400278,Laura Perez,13011968,52,54,52,21,1
CC,7416485106,Miguel García,01071984,44,73,44,91,1
CE,9818807292,Juan Hernández,12071961,54,10,54,41,0
CE,8908859887,Laura García,05061957,41,54,41,2,0
CC,0709609329,María Martínez,01041953,27,10,27,35,1
CE,1000211099,Gabriela Castaneda,03021962,54,65,54,32,1
CC,1289621774,Sofía Cartagena,02111939,95,30,95,44,0
CE,3756032467,Marcela Perez,03121967,99,52,99,24,1
CC,9912335278,Marcela Cifuentes,06031975,27,29,27,74,0
CE,2762528015,Juan Rodríguez,02061941,66,60,66,95,0
CC,6607999868,Miguel Castaneda,15112008,41,86,41,3,1
CE,9790989632,María Castaneda,11011949,85,21,85,3,1
CC,9690434515,David Cartagena,22041961,95,100,95,45,0
CC,3396654675,Carlos Cifuentes,10121989,23,100,23,94,0
CC,5303212431,Daniela Perez,10051984,44,93,44,2,1
TI,4617050364,Manuela Castaneda,26061924,25,97,25,30,1
CC,2246211821,Miguel González,09121962,68,30,68,15,0
CC,6994963636,Miguel Hernández,05012003,25,60,25,90,0
TI,1790215973,Miguel Murillo,05031961,11,35,11,79,1
CC,0402852963,David Perez,16121962,85,30,85,68,1
TI,8046732101,Melissa García,22121928,66,43,66,20,1
TI,7863487717,Miguel Hurtado,07041908,97,2,97,54,1
CE,8903955950,María Hurtado,21111941,25,55,25,97,0
TI,5285017507,Laura González,22071994,95,25,95,35,0
CE,9509275945,Manuela Martínez,02081994,50,78,50,94,0
CC,8350000530,Miguel Hurtado,10091972,88,92,88,13,1
CC,6318020820,David Hernández,23041992,88,100,88,81,1
CC,1654249070,Marcela López,13061962,13,62,13,3,1
CE,1426009277,Gabriela Rodríguez,22052001,99,77,99,60,1
CC,3309211176,Sofía Perez,13061961,66,60,66,47,0
TI,7044805278,María Perez,16051967,47,19,47,26,1
CC,5470327480,Sofía Castaneda,09091961,94,41,94,29,1
CE,1532702407,Marcela González,22051943,20,94,20,98,0
CC,0361408468,Miguel Cifuentes,27121977,91,38,91,31,1
TI,5518258232,Laura Rodríguez,13062007,95,99,95,38,1
CC,4768928391,Sofía Hurtado,14071961,68,59,68,74,1
CC,2016488601,Carlos Perez,25121960,63,93,63,81,1
CC,2539350564,Juan García,05021973,19,26,19,15,0
CC,9612425794,Carlos López,09051951,25,36,25,22,0
CC,9547796028,Ana Cartagena,05051950,47,81,47,29,1
TI,9311265259,Miguel Cartagena,06011950,23,50,23,55,0
TI,2685726390,Juan Hernández,23041945,76,26,76,22,1
CE,5063164008,Daniela García,18122004,20,81,20,24,1
CC,9621799071,David Castaneda,02071960,11,29,11,45,0
CE,1212737495,Carlos López,26011973,27,73,27,75,0
CE,6070878971,Miguel Hurtado,01032002,11,21,11,73,0
CC,2604843892,Melissa Perez,27021968,18,54,18,16,1
TI,0071413015,Marcela González,03111949,97,34,97,26,1
CE,8963457180,Miguel Hurtado,24041999,66,32,66,47,0
TI,8449574932,Sofía Rodríguez,17031964,17,21,17,36,0
CC,8175752538,Gabriela Castaneda,10071978,63,58,63,97,1
TI,0564468958,Gabriela Perez,08031983,23,38,23,40,1
CC,8949838558,María Hernández,20061995,8,16,8,78,1
TI,3117833528,María Hurtado,23011973,20,11,20,58,1
CC,7371671061,Luis Hurtado,20031949,66,42,66,19,1
CC,3577814360,Gabriela García,15091996,44,54,44,4,0
CE,1494978428,Melissa Cifuentes,27081974,20,40,20,32,0
CE,3655403256,Gabriela Perez,23031934,88,6,88,87,1
CC,1563273756,Manuela Rodríguez,27101998,18,30,18,45,1
CE,1931927909,Carlos García,04011972,15,29,15,59,0
TI,3099522121,Manuela Rodríguez,16041990,66,13,66,75,1
CC,5042525049,Melissa González,07061941,54,52,54,1,0
CE,3636651052,Manuela Hurtado,25091978,13,51,13,43,0
TI,2988082804,Laura Murillo,10041998,63,67,63,51,0
CE,6787664768,Melissa Murillo,13032003,13,68,13,58,0
CE,7859828295,Daniela López,27081969,70,4,70,75,1
CC,6811933362,Luis Perez,23041929,11,21,11,38,1
CC,1001313471,Miguel López,18072024,85,11,85,55,1
CE,0228395961,Marcela Martínez,17021989,50,20,50,51,1
TI,8278672409,Manuela Rodríguez,06061986,99,20,99,2,0
CC,4495448436,Juan Rodríguez,28111962,70,22,70,40,0
CC,7311211051,Marcela Castaneda,03081991,25,68,25,47,0
TI,1123275861,Luis Hernández,11051919,54,21,54,91,0
CC,6288074032,Gabriela García,11072006,81,44,81,53,1
TI,8319471712,Melissa Hernández,27021973,25,30,25,20,1
CE,8266805467,Carlos García,04071969,19,38,19,52,0
CC,0151914092,Manuela Castaneda,02101971,81,88,81,43,1
CC,9520439317,David López,13051960,66,26,66,73,1
CC,8663298142,Laura Cartagena,13101977,17,75,17,20,0
CE,1247298252,Marcela Castaneda,20031974,68,44,68,40,0
CC,4513965553,Sofía Martínez,01111952,5,93,5,11,0
CC,9183078541,Daniela Hernández,12081984,8,73,8,65,1
CC,5821720443,Luis Perez,15101919,85,68,85,21,0
CC,6567584301,María García,08051955,25,98,25,59,0
CC,4093489369,Gabriela Perez,17051949,63,79,63,25,0
CC,5866243998,Miguel González,03011963,18,65,18,4,0
CE,0377376426,Miguel Hurtado,28091934,81,4,81,95,0
CC,0799189206,Sofía Martínez,01091946,41,78,41,54,1
CE,2441523456,Miguel Rodríguez,25052009,44,15,44,44,1
CE,7385611052,Miguel López,24022006,81,42,81,15,0
CC,5113433588,Juan Castaneda,18071949,15,41,15,1,1
CE,8483761724,Luis Hurtado,18091968,11,81,11,34,1
CE,8267200372,Melissa Murillo,12041931,68,59,68,88,0
TI,3287478588,Juan López,04041944,25,3,25,53,0
TI,4438606006,Marcela Hurtado,21121969,18,34,18,93,1
CE,4612728489,Manuela López,28061936,13,75,13,75,1
CC,0413706282,Gabriela Hernández,25021929,66,22,66,73,1
CE,1729304843,Marcela Rodríguez,21012001,15,19,15,3,1
CC,4392998882,Carlos Rodríguez,27061952,52,3,52,32,0
CC,4986781963,Luis Cifuentes,04101983,17,30,17,15,0
CC,2024447504,Luis Hernández,01011927,95,20,95,51,1
CE,4957657257,Manuela Murillo,18061977,97,90,97,73,0
TI,9717905656,David García,04061989,85,43,85,74,1
CE,5587564050,Marcela López,17101935,44,47,44,31,0
CE,6598742252,Marcela Castaneda,16071981,47,74,47,1,1
TI,1431767521,Ana López,21082003,73,20,73,68,0
CE,8336110144,Sofía Martínez,02051924,5,73,5,88,0
CE,5691883533,Luis Murillo,15071961,44,73,44,75,1
CC,0867189713,Manuela Perez,28101954,11,92,11,90,1
CE,6080897423,Manuela Hernández,19011964,52,73,52,97,1
TI,2724831893,David Cifuentes,28041974,19,36,19,20,1
CE,2656790316,Carlos Cifuentes,15091985,11,16,11,16,0
CE,4066914334,Juan López,04051938,95,30,95,97,0
CE,4639135834,David Hurtado,08071986,15,55,15,32,1
CC,7531186559,Marcela García,15122009,8,42,8,91,1
TI,7788861449,Daniela Cartagena,20031980,52,35,52,74,0
CE,4669922068,Laura Cifuentes,25081944,50,29,50,59,0
CE,9986756969,Laura Martínez,27101971,15,83,15,29,1
CC,5644763460,Laura Hernández,15061957,13,11,13,1,1
CC,7151044016,Ana Hernández,28092007,94,34,94,11,1
CC,6758654687,Juan Cifuentes,21061972,85,45,85,92,0
TI,7829234991,Melissa Hurtado,19071952,44,99,44,4,0
CC,2547227317,María Cartagena,22111968,66,4,66,78,1
CC,0963107459,Manuela Castaneda,21041971,17,53,17,40,1
CC,0552209613,Marcela Hurtado,19061978,17,35,17,29,1
CE,6198466156,David García,09102006,70,51,70,43,0
CC,0556369791,Miguel López,19021980,68,100,68,53,0
CC,7939238185,Ana Murillo,17021943,19,2,19,73,1
TI,0061551832,David López,06081960,97,91,97,29,1
CC,4519463949,Laura Murillo,28081973,97,67,97,98,1
CC,4088551364,Gabriela Hurtado,26031949,70,24,70,21,0
TI,8490448711,Daniela Murillo,14101965,54,4,54,78,0
TI,4119191669,Miguel Hernández,21101949,66,65,66,40,0
TI,5273281165,Gabriela González,03121934,88,55,88,36,0
TI,4507497503,Juan López,13121930,13,30,13,25,1
TI,5670467488,Marcela Hernández,08021925,86,68,86,81,0
TI,3775745837,Daniela Murillo,07102005,20,62,20,51,1
CC,8949144609,María Perez,01061930,52,4,52,50,0
TI,5267512028,Juan Murillo,18051950,88,62,88,59,1
CE,0964603622,Gabriela Cifuentes,02081983,94,40,94,47,0
CC,8212769929,Daniela González,12021922,44,77,44,86,1
TI,3498169123,Miguel Cartagena,09041957,81,51,81,43,1
CC,3389484013,Laura Cifuentes,16031960,18,26,18,34,1
CE,7161184334,Sofía Castaneda,17111955,97,19,97,74,1
TI,2290020376,Gabriela Cartagena,15012007,15,43,15,55,1
CE,1799501093,David Hurtado,23081928,8,52,8,36,0
CC,0012374614,Laura González,18111965,50,21,50,36,0
TI,8636301205,David Rodríguez,20051954,27,91,27,90,1
TI,1992869704,Carlos González,02041952,94,13,94,16,1
CE,4644772039,Luis García,23052003,8,40,8,58,1
CC,0991935393,María Murillo,18011958,20,2,20,87,0
CE,9555712058,Daniela Rodríguez,27122007,95,47,95,47,1
CE,5844908718,Juan García,03071926,50,78,50,38,1
CE,7823431764,Miguel Murillo,09111988,52,52,52,42,1
CC,9866862861,Daniela Murillo,24061991,52,68,52,24,1
CC,1898437220,Luis Hernández,15031996,20,36,20,98,1
TI,4921618679,Juan Hurtado,23011904,76,47,76,81,0
TI,0237478148,Carlos Castaneda,28101951,91,42,91,62,1
CE,2776155297,Sofía Hernández,24021941,76,20,76,10,1
CC,2891482126,Laura Murillo,11091952,85,42,85,43,1
CC,7184959702,Melissa Hurtado,01031997,25,10,25,26,1
TI,7058162910,Manuela Castaneda,07082003,23,86,23,15,1
CE,9983964601,Luis López,05121934,18,42,18,44,0
CE,0161332650,Sofía Hernández,17111998,50,60,50,26,1
TI,0274565763,Juan Hernández,05071963,23,6,23,30,1
CC,8084749999,Laura Perez,24061921,68,26,68,2,1
CC,3761470782,María Hurtado,01031944,95,38,95,6,1
TI,6959016728,Daniela Cifuentes,12082006,5,3,5,98,0
CE,4320755492,Manuela Cifuentes,19081954,44,55,44,50,0
CE,6554742137,Luis Hernández,13021994,47,59,47,86,1
TI,4254777724,David Martínez,16091964,94,78,94,24,0
CE,6256110665,Luis García,25031930,5,75,5,67,0
CE,8985080365,Miguel López,23021937,88,34,88,13,0
CE,7982682482,Juan Hernández,21051979,50,44,50,65,0
CE,5129794434,Ana Hurtado,19071939,18,26,18,13,0
CE,9775162208,Ana Cartagena,22061952,86,4,86,55,0
CC,6397208082,Sofía López,23102007,76,35,76,52,1
TI,5938900787,Sofía González,22041937,81,90,81,86,0
CE,8077297687,Melissa González,20111994,66,99,66,62,0
CC,3876244608,Juan Cartagena,12031961,15,65,15,38,0
CC,1826852204,Daniela Cifuentes,24072009,17,22,17,47,1
CE,3049355741,David Murillo,15021950,86,13,86,90,1
TI,2423433763,Marcela Cartagena,26092001,23,59,23,43,1
TI,0924710052,Manuela Castaneda,03091962,73,51,73,52,1
CE,7149439701,Sofía López,14051955,97,38,97,34,1
CC,6403128880,Manuela Cartagena,10091934,19,73,19,95,1
CC,1107669366,Juan Cifuentes,10021955,88,92,88,41,0
TI,9377928978,Gabriela Cifuentes,02011970,15,32,15,29,0
CE,1744409410,Manuela González,03101924,27,97,27,43,0
CC,4609673514,Melissa Hernández,07111928,27,51,27,91,1
TI,9872715950,Carlos García,25101952,23,97,23,52,1
CE,1348333507,Ana García,11121988,25,16,25,100,0
TI,0215945823,Juan Perez,17101987,54,3,54,25,1
CE,4955979559,Juan López,23041937,63,36,63,97,1
TI,7703602507,Marcela Cartagena,17111945,68,15,68,36,1
CE,7774176142,Marcela Rodríguez,25071969,94,3,94,24,1
CC,6189994589,Miguel Murillo,18021937,8,68,8,67,0
CC,4288314938,Gabriela Cifuentes,17011970,76,65,76,36,1
TI,7314011324,María Castaneda,04071994,8,54,8,21,1
CE,3820001364,Sofía González,01052001,27,100,27,43,1
CC,7322916400,Carlos Hurtado,17091984,70,79,70,24,1
TI,8108914329,Sofía López,02021990,97,99,97,21,1
CC,4469924409,Juan Martínez,04011957,25,58,25,24,0
CE,3055119959,Manuela González,04081969,68,2,68,90,0
CC,3218887280,Laura Hernández,17111946,18,86,18,55,0
CC,4040906478,Daniela Murillo,05101939,97,31,97,2,0
TI,2660534558,David García,23051988,18,55,18,29,1
CE,0477625279,Juan Cartagena,02091973,85,22,85,13,1
CE,0284500311,Melissa Castaneda,25041933,23,43,23,3,1
TI,4592173112,Laura Cifuentes,13041937,13,98,13,2,1
CC,7461160610,David Cartagena,03071957,17,31,17,94,1
TI,8096465736,Ana González,04081981,18,90,18,31,0
CE,5648594696,Ana García,20011991,73,41,73,60,1
CE,2072854198,María Martínez,11092019,73,90,73,77,0
TI,4042774534,Daniela García,06111993,20,3,20,52,1
CC,6248740631,Manuela González,20121984,88,67,88,55,1
CC,4768642881,Carlos Hurtado,25111962,95,10,95,91,0
TI,9635269562,Ana Perez,24031972,19,38,19,51,0
TI,6645210534,Laura Hernández,08061965,81,43,81,97,0
CC,0665260294,Gabriela Cifuentes,27091975,18,87,18,65,1
CC,3424068730,Sofía Hurtado,06011949,25,22,25,97,0
CC,5089286706,Marcela García,10042001,44,25,44,94,1
TI,4165306588,Miguel López,04101994,5,77,5,97,1
CE,2839959704,Juan Murillo,17052002,63,68,63,100,0
TI,2807390595,Melissa Perez,02042007,5,86,5,92,0
CC,3292927236,Melissa Murillo,13111935,81,31,81,35,0
CC,0420232543,Melissa López,20051961,70,78,70,75,1
TI,8106817774,Gabriela Murillo,05051946,20,59,20,32,1
CC,1038309438,Miguel Hurtado,01011943,88,94,88,73,0
CC,2572439314,Ana Cartagena,28051954,23,31,23,16,1
CC,6089403769,Gabriela Martínez,19012009,91,90,91,81,1
CC,5331322231,Manuela Cartagena,28091931,41,22,41,99,1
CC,6019500637,Sofía Martínez,25111979,13,75,13,30,1
TI,4222429349,Juan López,08061965,73,100,73,98,0
CE,2003037048,Marcela Perez,10121947,27,38,27,22,0
CE,0932380820,Sofía López,27111936,85,20,85,90,0
TI,8225296188,Sofía López,26082001,85,67,85,29,1
CC,0764700644,David Hurtado,07031936,50,87,50,51,0
TI,8892040169,Gabriela Martínez,27041989,68,93,68,60,1
CE,5154017135,María Rodríguez,02031938,94,10,94,55,1
TI,3614792942,Miguel Rodríguez,10091976,17,47,17,58,0
CE,2795110325,María Murillo,22122006,47,3,47,10,0
TI,1350656318,Sofía Perez,12051956,94,54,94,93,0
CE,6964459146,Ana Martínez,10121961,86,36,86,35,0
TI,6346901394,Melissa Hernández,10111934,50,100,50,3,1
CC,7259526834,Carlos Hernández,22081952,23,79,23,3,1
CE,2980474183,Carlos Rodríguez,19021958,19,92,19,40,0
CC,2346149221,Daniela Cifuentes,17012005,76,53,76,97,1
CE,4259828745,Ana Martínez,04111975,50,50,50,98,0
TI,4416048560,Ana Castaneda,20061947,94,100,94,44,1
CE,6855938980,Laura López,01051965,73,73,73,44,0
CE,0320997864,Marcela López,28061937,25,34,25,81,1
CC,9721949820,Juan Martínez,23081948,19,67,19,44,0
CC,7180872270,David López,28101932,85,21,85,95,1
CC,0017090510,María López,01011945,85,1,85,30,0
CE,3064258366,María Rodríguez,14021930,25,94,25,40,1
CC,0943797387,Laura González,27101935,15,55,15,34,1
CC,8765866371,Luis López,12031992,52,13,52,35,1
CE,8517621449,Daniela García,08011985,94,16,94,22,0
CE,6653343099,Marcela González,26071928,23,24,23,99,1
CC,4232803362,Ana García,18081908,18,87,18,100,1
CE,3275582160,Melissa Cifuentes,04081975,68,86,68,62,1
TI,0867581890,Carlos Cartagena,01121978,47,58,47,98,0
CE,5521688245,Manuela Castaneda,17012006,70,24,70,51,1
TI,0135793125,Gabriela Cifuentes,07081998,52,31,52,22,0
CC,7073075588,Gabriela Cartagena,04031910,47,52,47,10,1
CE,2847925214,María García,21011954,95,44,95,52,0
CE,7870122644,Melissa Hurtado,18111957,19,67,19,31,1
CE,2264109978,Luis López,27032005,85,81,85,87,0
CE,7457846324,Marcela Perez,11091943,76,32,76,31,1
TI,8378296344,Juan Hurtado,14121962,50,35,50,22,0
CC,2419259989,Carlos Perez,28011925,23,86,23,22,1
CE,3533084140,Juan Castaneda,01052004,76,58,76,55,0
CE,1323627273,Laura Castaneda,13121958,25,74,25,2,0
TI,8591189614,Marcela García,15111948,68,44,68,24,0
TI,1727952659,Juan Rodríguez,02061934,5,32,5,81,0
CE,6366511251,Manuela Cartagena,21021948,25,19,25,42,0
TI,8438735582,Gabriela Hernández,15061926,95,15,95,47,0
TI,4318097157,María Rodríguez,17091977,25,10,25,97,0
CE,4488201694,Luis Castaneda,28011950,23,31,23,91,0
CE,0426353917,Carlos Hernández,23031987,13,74,13,16,0
TI,0096914679,Laura Martínez,07111936,76,100,76,32,1
CE,9683162962,Gabriela López,02062006,47,60,47,97,1
TI,0388668999,Carlos Castaneda,13061941,54,25,54,41,1
TI,4166807843,Miguel López,24031980,91,60,91,59,1
CE,8405659353,Marcela Martínez,15031982,20,95,20,83,0
TI,1834970212,Melissa García,26112006,85,78,85,34,0
CC,3998592824,Gabriela Murillo,10101971,85,34,85,62,1
TI,3231157714,Ana Cifuentes,28062001,94,15,94,13,1
CE,4068501147,Melissa González,21081978,17,1,17,55,0
TI,8188238718,Melissa Cartagena,25062000,88,73,88,81,0
TI,2187186901,Marcela García,14041959,5,20,5,100,0
CE,5892386928,Manuela Martínez,04051951,99,1,99,38,1
CE,0382229499,Melissa Rodríguez,28091973,81,100,81,11,1
CE,5293705872,Melissa Hurtado,08062005,99,97,99,20,0
CC,8851772180,María Cifuentes,12061991,94,13,94,58,0
CE,6198036506,Luis Cifuentes,28081953,44,83,44,79,0
TI,9010289047,Manuela López,22071964,76,68,76,21,0
CE,2990693581,Gabriela López,25081935,15,21,15,88,0
TI,1828405618,Sofía Cartagena,21072000,5,16,5,60,1
CC,7513459772,Daniela García,15091995,99,19,99,25,1
CC,2217327154,María Perez,15111968,94,52,94,65,1
CE,7646480274,Miguel Murillo,06011953,11,43,11,81,1
CE,0237103749,Luis Rodríguez,26091960,68,98,68,52,1
CC,6073685847,Laura Hernández,02021972,52,30,52,44,0
CE,6637438431,María Murillo,03061981,97,87,97,81,1
TI,8817004256,Gabriela Hurtado,22011966,88,88,88,22,0
CC,7541362429,Daniela Hurtado,02081952,73,75,73,36,0
CE,7673733296,Carlos Perez,11072006,19,21,19,20,1
CC,5999159967,Miguel Murillo,05111969,81,50,81,24,0
CE,9768885117,Melissa García,21042008,20,4,20,94,1
CC,2423178450,Carlos González,17021944,94,10,94,16,0
TI,3355604346,Carlos Perez,01061933,68,86,68,16,1
CE,2379485593,Manuela Castaneda,10091954,76,45,76,92,0
CC,4623461999,Miguel Martínez,27121991,86,38,86,38,0
TI,2500102685,Gabriela Perez,26041991,54,6,54,1,1
TI,6683514527,Laura González,24042000,27,10,27,1,0
TI,4239444651,Ana Castaneda,11031948,50,67,50,78,1
CC,2344777776,Melissa García,16071954,88,77,88,62,1
CE,6373493190,Gabriela Castaneda,12061969,41,2,41,68,1
CC,7953374601,Melissa Cartagena,06111946,76,11,76,52,0
TI,6980738068,Manuela Cifuentes,16031930,66,16,66,36,0
